種別,機種名,シリーズ名,キャリア,初期設定方法を見る,製品画像URL,"4Gデータ通信
（楽天回線／KDDI回線）",5Gデータ通信,"通話
（楽天回線／KDDI回線）","SMS
（楽天回線)","SMS
（KDDI回線)",SMS,確認SIMタイプ,"APN自動設定
海外／国内",接続先回線切替,ETWS,"緊急呼時の高精度な位置情報測位
",デュアルSIM,確認済OS/SWバージョン,特記コメント,Rakuten Link動作確認結果,非公式スマホ,動作確認済モデル番号,備考,記載日,対応製品,AIチャット非表示製品
Apple,iPhone 14 Pro,iPhone,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 16.0,楽天回線対応デバイスです。,,,A2889,,2022/12/7,〇,
Apple,iPhone 14 Plus,iPhone,楽天モバイル,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 16.0,楽天回線対応デバイスです。,,,A2885,,2022/10/7,〇,
Apple,iPhone 14 Plus,iPhone,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 16.0,楽天回線対応デバイスです。,,,A2885,,2022/10/7,〇,
Apple,iPhone 14 Plus,iPhone,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 16.0,楽天回線対応デバイスです。,,,A2885,,2022/12/7,〇,
Apple,iPhone 14 Plus,iPhone,au,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 16.0,楽天回線対応デバイスです。,,,A2885,,2022/12/7,〇,
Apple,iPhone 14 Plus,iPhone,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 16.0,楽天回線対応デバイスです。,,,A2885,,2022/12/7,〇,
Apple,iPhone 14,iPhone,楽天モバイル,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 16.0,楽天回線対応デバイスです。,,,A2881,,2022/9/16,〇,
Apple,iPhone 14,iPhone,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 16.0,楽天回線対応デバイスです。,,,A2881,,2022/9/16,〇,
Apple,iPhone 14,iPhone,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 16.0,楽天回線対応デバイスです。,,,A2881,,2022/12/7,〇,
Apple,iPhone 14,iPhone,au,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 16.0,楽天回線対応デバイスです。,,,A2881,,2022/12/7,〇,
Apple,iPhone 14,iPhone,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 16.0,楽天回線対応デバイスです。,,,A2881,,2022/12/7,〇,
Apple,iPhone SE (第3世代),iPhone,楽天モバイル,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 15.4,楽天回線対応デバイスです。,〇,,A2782,,2022/3/18,〇,
Apple,iPhone SE (第3世代),iPhone,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 15.4,楽天回線対応デバイスです。,〇,,A2782,,2022/3/18,〇,
Apple,iPhone SE (第3世代),iPhone,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 15.4,楽天回線対応デバイスです。,〇,,A2782,,2022/12/7,〇,
Apple,iPhone SE (第3世代),iPhone,au,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 15.4,楽天回線対応デバイスです。,〇,,A2782,,2022/12/7,〇,
Apple,iPhone SE (第3世代),iPhone,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 15.4,楽天回線対応デバイスです。,〇,,A2782,,2022/12/7,〇,
Apple,iPhone 13 mini,iPhone,楽天モバイル,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 15.0,楽天回線対応デバイスです。,,,A2626,,2021/9/24,〇,
Apple,iPhone 13 mini,iPhone,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 15.0,楽天回線対応デバイスです。,,,A2626,,2021/9/24,〇,
Apple,iPhone 13 mini,iPhone,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 15.0,楽天回線対応デバイスです。,,,A2626,,2022/12/7,〇,
Apple,iPhone 13 mini,iPhone,au,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 15.0,楽天回線対応デバイスです。,,,A2626,,2022/12/7,〇,
Apple,iPhone 13 mini,iPhone,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 15.0,楽天回線対応デバイスです。,,,A2626,,2022/12/7,〇,
Apple,iPhone 13 Pro Max,iPhone,楽天モバイル,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 15.0,楽天回線対応デバイスです。,,,A2641,,2021/9/24,〇,
Apple,iPhone 13 Pro Max,iPhone,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 15.0,楽天回線対応デバイスです。,,,A2641,,2021/9/24,〇,
Apple,iPhone 13 Pro Max,iPhone,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 15.0,楽天回線対応デバイスです。,,,A2641,,2022/12/7,〇,
Apple,iPhone 13 Pro Max,iPhone,au,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 15.0,楽天回線対応デバイスです。,,,A2641,,2022/12/7,〇,
Apple,iPhone 13 Pro Max,iPhone,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 15.0,楽天回線対応デバイスです。,,,A2641,,2022/12/7,〇,
Apple,iPhone 13,iPhone,楽天モバイル,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 15.0,楽天回線対応デバイスです。,,,A2631,,2021/9/24,〇,
Apple,iPhone 13,iPhone,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 15.0,楽天回線対応デバイスです。,,,A2631,,2021/9/24,〇,
Apple,iPhone 13,iPhone,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 15.0,楽天回線対応デバイスです。,,,A2631,,2022/12/7,〇,
Apple,iPhone 13,iPhone,au,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 15.0,楽天回線対応デバイスです。,,,A2631,,2022/12/7,〇,
Apple,iPhone 13,iPhone,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 15.0,楽天回線対応デバイスです。,,,A2631,,2022/12/7,〇,
Apple,iPhone 13 Pro,iPhone,楽天モバイル,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 15.0,楽天回線対応デバイスです。,,,A2636,,2021/9/24,〇,
Apple,iPhone 13 Pro,iPhone,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 15.0,楽天回線対応デバイスです。,,,A2636,,2021/9/24,〇,
Apple,iPhone 13 Pro,iPhone,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 15.0,楽天回線対応デバイスです。,,,A2636,,2022/12/7,〇,
Apple,iPhone 13 Pro,iPhone,au,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 15.0,楽天回線対応デバイスです。,,,A2636,,2022/12/7,〇,
Apple,iPhone 13 Pro,iPhone,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,eSIM x 2 または nanoSIM/eSIM,iOS 15.0,楽天回線対応デバイスです。,,,A2636,,2022/12/7,〇,
Apple,iPhone 12 mini,iPhone,楽天モバイル,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2398,MGA63J/A,2021/4/28,〇,
Apple,iPhone 12 mini,iPhone,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2398,MGA63J/A,2021/4/28,〇,
Apple,iPhone 12 mini,iPhone,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2398,MGAE3J/A,2021/4/28,〇,
Apple,iPhone 12 mini,iPhone,au,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2398,MGA63J/A,2021/4/28,〇,
Apple,iPhone 12 mini,iPhone,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2398,MGA03J/A,2021/4/28,〇,
Apple,iPhone 12 mini,iPhone,ワイモバイル,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2398,MGA03J/A,2022/7/29,〇,
Apple,iPhone 12 Pro Max,iPhone,楽天モバイル,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2410,MGCW3J/A,2021/4/28,〇,
Apple,iPhone 12 Pro Max,iPhone,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2410,MGCW3J/A,2021/4/28,〇,
Apple,iPhone 12 Pro Max,iPhone,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2410,MGCV3J/A,2021/4/28,〇,
Apple,iPhone 12 Pro Max,iPhone,au,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2410,MGCU3J/A,2021/4/28,〇,
Apple,iPhone 12 Pro Max,iPhone,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2410,MGCU3J/A,2021/4/28,〇,
Apple,iPhone 12,iPhone,楽天モバイル,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2402,MGHT3J/A,2021/4/28,〇,
Apple,iPhone 12,iPhone,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2402,MGHT3J/A,2021/4/28,〇,
Apple,iPhone 12,iPhone,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2402,MGHR3J/A,2021/4/28,〇,
Apple,iPhone 12,iPhone,au,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2402,MGHN3J/A,2021/4/28,〇,
Apple,iPhone 12,iPhone,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2402,MGHN3J/A,2021/4/28,〇,
Apple,iPhone 12,iPhone,ワイモバイル,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2402,MGHN3J/A,2022/7/29,〇,
Apple,iPhone 12 Pro,iPhone,楽天モバイル,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2406,MGM83J/A,2021/4/28,〇,
Apple,iPhone 12 Pro,iPhone,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2406,MGM83J/A,2021/4/28,〇,
Apple,iPhone 12 Pro,iPhone,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2406,MGM53J/A,2021/4/28,〇,
Apple,iPhone 12 Pro,iPhone,au,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2406,MGM53J/A,2021/4/28,〇,
Apple,iPhone 12 Pro,iPhone,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2406,MGM63J/A,2021/4/28,〇,
Apple,iPhone SE (第2世代),iPhone,楽天モバイル,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2296,"MX9R2J/A,MX9U2J/A",2021/4/28,〇,
Apple,iPhone SE (第2世代),iPhone,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2296,"MX9R2J/A,MX9U2J/A",2021/4/28,〇,
Apple,iPhone SE (第2世代),iPhone,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2296,MX9T2J/A,2021/4/28,〇,
Apple,iPhone SE (第2世代),iPhone,au,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2296,MX9T2J/A,2021/4/28,〇,
Apple,iPhone SE (第2世代),iPhone,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2296,MX9R2J/A,2021/4/28,〇,
Apple,iPhone SE (第2世代),iPhone,ワイモバイル,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2296,MX9R2J/A,2022/7/29,〇,
Apple,iPhone 11,iPhone,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2221,MWLT2J/A,2021/4/28,〇,
Apple,iPhone 11,iPhone,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2221,MWLX2J/A,2021/4/28,〇,
Apple,iPhone 11,iPhone,au,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2221,MWLW2J/A,2021/4/28,〇,
Apple,iPhone 11,iPhone,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2221,MWLW2J/A,2021/4/28,〇,
Apple,iPhone 11,iPhone,ワイモバイル,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2221,MWLW2J/A,2022/7/29,〇,
Apple,iPhone 11 Pro,iPhone,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2215,MWC62J/A,2021/4/28,〇,
Apple,iPhone 11 Pro,iPhone,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2215,MWC62J/A,2021/4/28,〇,
Apple,iPhone 11 Pro,iPhone,au,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2215,MWC62J/A,2021/4/28,〇,
Apple,iPhone 11 Pro,iPhone,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2215,MWC52J/A,2021/4/28,〇,
Apple,iPhone 11 Pro Max,iPhone,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2218,MWHF2J/A,2021/4/28,〇,
Apple,iPhone 11 Pro Max,iPhone,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2218,MWHH2J/A,2021/4/28,〇,
Apple,iPhone 11 Pro Max,iPhone,au,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2218,MWHG2J/A,2021/4/28,〇,
Apple,iPhone 11 Pro Max,iPhone,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2218,MWHD2J/A,2021/4/28,〇,
Apple,iPhone XS,iPhone,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2098,MTE12J/A,2021/4/28,〇,
Apple,iPhone XS,iPhone,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2098,MTAX2J/A,2021/4/28,〇,
Apple,iPhone XS,iPhone,au,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2098,MTAX2J/A,2021/4/28,〇,
Apple,iPhone XS,iPhone,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2098,MTAX2J/A,2021/4/28,〇,
Apple,iPhone XS Max,iPhone,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2102,MT6Q2J/A,2021/4/28,〇,
Apple,iPhone XS Max,iPhone,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2102,MT6R2J/A ,2021/4/28,〇,
Apple,iPhone XS Max,iPhone,au,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2102,MT6R2J/A ,2021/4/28,〇,
Apple,iPhone XS Max,iPhone,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2102,MT6R2J/A ,2021/4/28,〇,
Apple,iPhone XR,iPhone,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,×(楽天回線→パートナー回線のみ○),〇,〇,nanoSIM/eSIM,iOS 14.4,,〇,×,A2106,MT0E2J/A,2021/4/28,〇,
